SUBMISSION_ID,COMMON_NAME,SCIENTIFIC_NAME,TAXONOMIC_ORDER,COUNT,STATE_PROVINCE,COUNTY,LOCATION_ID,LOCATION,LATITUDE,LONGITUDE,DATE,TIME,PROTOCOL,DURATION_MIN,ALL_OBS_REPORTED,DISTANCE_TRAVELED_KM,AREA_COVERED_HA,NUMBER_OF_OBSERVERS,BREEDING_CODE,OBSERVATION_DETAILS,CHECKLIST_COMMENTS,ML_CATALOG_NUMBERS,PROVINCE_FR,PROVINCE_EN,COUNTRY_FR,COUNTRY_EN,DATE_FR,DATE_EN,MJD,MJD_END,LOCSTR,ENGLISH_NAME,ORDER,FAMILY,SORT,EBIRD_CODE,SCIENTIFIC_NAME_NOSSP,YEAR
S40417119,Goéland à bec cerclé,Larus delawarensis,6326,500,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1992-06-02,nan,Historical,50,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 290226. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,48775.5,48775.53472222222,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1992
S39798046,Goéland à bec cerclé,Larus delawarensis,6326,90,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1993-08-29,nan,Historical,55,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 291089. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49228.5,49228.538194444445,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1993
S39798039,Goéland à bec cerclé,Larus delawarensis,6326,14,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-03,nan,Historical,210,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 291570. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49445.5,49445.645833333336,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S40417183,Goéland à bec cerclé,Larus delawarensis,6326,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-04,nan,Historical,30,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 291539. Observateurs : D Dal, R Fuo, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49446.5,49446.520833333336,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S40417241,Goéland à bec cerclé,Larus delawarensis,6326,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-04-23,nan,Historical,180,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 291631. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,49465.5,49465.625,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S40417244,Goéland à bec cerclé,Larus delawarensis,6326,18,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1994-05-19,nan,Historical,165,1,nan,nan,1,nan,nan,Feuillet d'ÉPOQ no 291708. Observateur : Étienne Artigau.,nan,Québec,Quebec,Canada,Canada,,,49491.5,49491.614583333336,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S39799159,Goéland à bec cerclé,Larus delawarensis,6326,40,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1995-09-16,nan,Historical,210,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 293352. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,49976.5,49976.645833333336,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1995
S39799169,Goéland à bec cerclé,Larus delawarensis,6326,25,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1995-10-29,nan,Historical,80,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 293350. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,50019.5,50019.555555555555,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1995
S39799113,Goéland à bec cerclé,Larus delawarensis,6326,1000,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,1998-06-13,nan,Historical,25,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 296762. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,50977.5,50977.51736111111,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1998
S39799106,Goéland à bec cerclé,Larus delawarensis,6326,800,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2003-06-14,nan,Historical,75,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 635255. Observateurs : Gilbert Dupuis, Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,52804.5,52804.552083333336,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2003
S39799110,Goéland à bec cerclé,Larus delawarensis,6326,45,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2004-04-17,nan,Historical,505,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 637011. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,53112.5,53112.850694444445,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2004
S44130633,Goéland à bec cerclé,Larus delawarensis,6326,450,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2018-03-31,04:11 PM,eBird - Traveling Count,79,1,2.,nan,2,nan,nan,nan,92252161,Québec,Quebec,Canada,Canada,,,58208.674305555556,58208.729166666664,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2018
S49538088,Goéland à bec cerclé,Larus delawarensis,6326,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2018-10-29,08:30 AM,eBird - Traveling Count,121,1,1.8,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58420.354166666664,58420.43819444444,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2018
S55259330,Goéland à bec cerclé,Larus delawarensis,6326,200,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2019-04-22,11:03 AM,eBird - Traveling Count,66,1,2.78,nan,2,ON Nid occupé,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58595.46041666667,58595.50625,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2019
S60996585,Goéland à bec cerclé,Larus delawarensis,6326,20,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2019-10-28,08:30 AM,eBird - Traveling Count,182,1,3.8,nan,2,nan,nan,la distance tient en compte l'aller-retour fait sur le chemin,nan,Québec,Quebec,Canada,Canada,,,58784.354166666664,58784.48055555555,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2019
S70494594,Goéland à bec cerclé,Larus delawarensis,6326,1000,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-06-16,06:43 AM,eBird - Traveling Count,102,1,1.49,nan,2,ON Nid occupé,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59016.279861111114,59016.350694444445,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S71065521,Goéland à bec cerclé,Larus delawarensis,6326,500,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-07-02,06:16 PM,eBird - Traveling Count,43,1,1.9,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59032.76111111111,59032.790972222225,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S72325191,Goéland à bec cerclé,Larus delawarensis,6326,10,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-08-11,05:22 PM,eBird - Traveling Count,67,1,1.94,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59072.72361111111,59072.77013888889,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S72551055,Goéland à bec cerclé,Larus delawarensis,6326,25,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2020-08-18,05:22 PM,eBird - Traveling Count,39,1,1.93,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59079.72361111111,59079.75069444445,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S92110713,Goéland à bec cerclé,Larus delawarensis,6326,350,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2021-07-21,05:05 PM,eBird - Traveling Count,111,1,1.5,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59416.711805555555,59416.788888888885,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S93420541,Goéland à bec cerclé,Larus delawarensis,6326,30,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2021-08-18,03:47 PM,eBird - Traveling Count,131,1,3.784,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59444.657638888886,59444.74861111111,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S116654372,Goéland à bec cerclé,Larus delawarensis,6326,5,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2022-08-10,07:12 AM,eBird - Traveling Count,54,1,1.4,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59801.3,59801.3375,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2022
S118317062,Goéland à bec cerclé,Larus delawarensis,6326,15,CA-QC,Gatineau,L489654,Rapides Deschênes,45.37778,-75.79972,2022-09-08,07:16 AM,eBird - Traveling Count,73,1,.9,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59830.302777777775,59830.35347222222,452240N754758W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2022
S75137646,Goéland à bec cerclé,Larus delawarensis,6326,15,CA-QC,Gatineau,L2825964,"Station d'épuration, Gatineau",45.5341416,-75.419662,2020-10-20,11:29 AM,eBird - Stationary Count,19,1,nan,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59142.478472222225,59142.49166666667,453202N752510W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S71121642,Goéland à bec cerclé,Larus delawarensis,6326,3,CA-QC,Gatineau,L2879979,"Wychwood, Aylmer",45.385,-75.839444,2020-07-04,10:59 AM,eBird - Traveling Count,37,1,1.25,nan,3,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59034.45763888889,59034.48333333333,452305N755021W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S35074281,Goéland à bec cerclé,Larus delawarensis,6326,10,US-FL,Indian River,L127386,Sebastian Inlet SP,27.8568345,-80.448761,2017-03-09,11:00 AM,eBird - Traveling Count,150,1,2.5,nan,1,nan,nan,<br />Soumise à partir de eBird Android 1.2.5,nan,Florida,Florida,États-Unis,United States,,,57821.458333333336,57821.5625,275124N802655W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2017
S32844859,Goéland à bec cerclé,Larus delawarensis,6326,X,US-MI,Iosco,L232597,Tawas Point SP,44.2569829,-83.4456809,1994-05-21,nan,Historical,0,1,nan,nan,nan,nan,nan,nan,nan,Michigan,Michigan,États-Unis,United States,,,49493.5,49493.5,441525N832644W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S18566865,Goéland à bec cerclé,Larus delawarensis,6326,10,CA-NB,Kent,L653761,"Kouchibouguac NP, Kelly's Beach",46.8263988,-64.910192,2003-07-28,03:00 PM,Historical,60,1,nan,nan,1,nan,nan,nan,nan,Nouveau Brunswick,New Brunswick,Canada,Canada,,,52848.625,52848.666666666664,464935N645436W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2003
S18567031,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-NB,Kent,L653761,"Kouchibouguac NP, Kelly's Beach",46.8263988,-64.910192,2006-07-25,11:40 AM,Historical,120,0,nan,nan,1,nan,nan,nan,22408701,Nouveau Brunswick,New Brunswick,Canada,Canada,,,53941.48611111111,53941.569444444445,464935N645436W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2006
S72159804,Goéland à bec cerclé,Larus delawarensis,6326,20,CA-QC,L'Islet,L12034786,"Quai, St-Jean-Port-Joli",47.215698,-70.2736787,2020-08-06,12:09 PM,eBird - Traveling Count,31,1,1.14,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59067.50625,59067.527777777774,471256N701625W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S18567064,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,La Côte-de-Gaspé,L956494,"PN Forillon, Penouille",48.8510489,-64.4361019,2006-07-19,nan,eBird - Casual Observation,0,0,nan,nan,1,nan,nan,nan,22409571,Québec,Quebec,Canada,Canada,,,53935.5,53935.5,485103N642609W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2006
S92811246,Goéland à bec cerclé,Larus delawarensis,6326,30,CA-QC,La Haute-Côte-Nord,L2346111,Baie des Escoumins,48.3497186,-69.4018189,2021-08-05,03:17 PM,eBird - Traveling Count,108,1,1.5,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59431.63680555556,59431.711805555555,482058N692406W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S92795490,Goéland à bec cerclé,Larus delawarensis,6326,10,CA-QC,La Haute-Côte-Nord,L2363276,"Parc marin du Saguenay-St-Laurent, pélagique",48.0951511,-69.5750427,2021-08-05,08:55 AM,eBird - Traveling Count,131,1,38.49,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59431.37152777778,59431.4625,480542N693430W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S92805468,Goéland à bec cerclé,Larus delawarensis,6326,30,CA-QC,La Haute-Côte-Nord,L1022951,Pointe à John,48.2316643,-69.5485501,2021-08-05,01:42 PM,eBird - Traveling Count,67,1,2.77,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59431.57083333333,59431.61736111111,481353N693254W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S18567408,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,La Haute-Côte-Nord,L2370138,Tadoussac,48.1431991,-69.7131816,2005-06-25,nan,eBird - Casual Observation,0,0,nan,nan,1,nan,nan,nan,22534371,Québec,Quebec,Canada,Canada,,,53546.5,53546.5,480835N694247W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2005
S18567410,Goéland à bec cerclé,Larus delawarensis,6326,5,CA-QC,La Haute-Côte-Nord,L2370138,Tadoussac,48.1431991,-69.7131816,2006-04-14,nan,eBird - Casual Observation,0,0,nan,nan,1,nan,nan,nan,22534501,Québec,Quebec,Canada,Canada,,,53839.5,53839.5,480835N694247W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2006
S92512823,Goéland à bec cerclé,Larus delawarensis,6326,10,CA-QC,Lac-Saint-Jean-Est,L15947534,Plage Taillon,48.6797888,-71.8918346,2021-07-30,11:54 AM,eBird - Traveling Count,167,1,4.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59425.495833333334,59425.611805555556,484047N715330W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S57402014,Goéland à bec cerclé,Larus delawarensis,6326,2,CA-QC,Laval,L2827422,Berge du Garrot,45.6099443,-73.7962604,2019-06-15,03:08 PM,eBird - Traveling Count,61,1,2.02,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58649.63055555556,58649.67291666667,453635N734746W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2019
S56139710,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Laval,L1440871,Marais St-Elzéar,45.5668937,-73.7930876,2019-05-11,02:58 PM,eBird - Traveling Count,77,1,1.8,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58614.623611111114,58614.677083333336,453400N734735W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2019
S57403370,Goéland à bec cerclé,Larus delawarensis,6326,3,CA-QC,Laval,L1440871,Marais St-Elzéar,45.5668937,-73.7930876,2019-06-15,04:26 PM,eBird - Traveling Count,21,1,.53,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58649.68472222222,58649.69930555555,453400N734735W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2019
S92379364,Goéland à bec cerclé,Larus delawarensis,6326,50,CA-QC,Le Domaine-du-Roy,L3021976,Zoo sauvage de St-Félicien,48.6865975,-72.5119972,2021-07-27,09:54 AM,eBird - Traveling Count,211,1,7.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59422.4125,59422.559027777774,484111N723043W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S43558365,Goéland à bec cerclé,Larus delawarensis,6326,2,CA-QC,Le Haut-Richelieu,L808216,Canal Chambly,45.3596241,-73.2681656,2018-03-11,12:00 PM,eBird - Traveling Count,18,1,.3,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58188.5,58188.5125,452134N731605W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2018
S37835729,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Le Haut-Saint-Laurent,L1024841,"Ch. Gore, Hinchinbrooke",45.0475721,-74.0935993,2017-06-27,08:51 AM,eBird - Traveling Count,90,1,3.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,57931.36875,57931.43125,450251N740536W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2017
S19091255,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Le Rocher-Percé,L797193,"Barachois, Percé",48.582172,-64.2928505,2014-07-13,04:00 PM,eBird - Stationary Count,60,1,nan,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56851.666666666664,56851.70833333333,483455N641734W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2014
S18575046,Goéland à bec cerclé,Larus delawarensis,6326,3,US-FL,Lee,L127398,Point Ybel Lighthouse Beach Park,26.4520609,-82.0151281,2014-03-04,04:00 PM,eBird - Traveling Count,60,1,1.,nan,1,nan,nan,nan,nan,Florida,Florida,États-Unis,United States,,,56720.666666666664,56720.70833333333,262707N820054W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2014
S75384562,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Les Basques,L4788646,Lac St-Mathieu,48.1591008,-69.0193748,2020-10-25,11:24 AM,eBird - Traveling Count,33,1,1.54,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59147.475,59147.49791666667,480932N690109W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S39798854,Goéland à bec cerclé,Larus delawarensis,6326,4,CA-QC,Les Collines-de-l'Outaouais,L6309581,Lac La Pêche,45.63333,-76.18333,1993-07-02,nan,Historical,180,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 290946. Observateurs : G Des, Étienne Artigau, Jean-Pierre Artigau.",nan,Québec,Quebec,Canada,Canada,,,49170.5,49170.625,453759N761059W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1993
S39798036,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Les Collines-de-l'Outaouais,L6309523,Old Chelsea,45.5,-75.81667,1994-09-11,nan,Historical,230,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 292045. Observateurs : Jean-Pierre Artigau, Étienne Artigau, G Dup.",nan,Québec,Quebec,Canada,Canada,,,49606.5,49606.65972222222,453000N754900W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S39799063,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Les Collines-de-l'Outaouais,L6309848,"Parc de la Gatineau, Rue du Quartz",45.5,-75.81667,2010-04-04,07:05 PM,Historical,105,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 890608. Observateurs : Jean-Pierre Artigau, Étienne Artigau, Myriam Hadiri.",nan,Québec,Quebec,Canada,Canada,,,55290.79513888889,55290.868055555555,453000N754900W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2010
S39797925,Goéland à bec cerclé,Larus delawarensis,6326,18,CA-QC,Les Collines-de-l'Outaouais,L2514612,"Parc de la Gatineau, Lac Philippe",45.6027858,-75.996809,1990-05-26,nan,Historical,210,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 168381. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,48037.5,48037.645833333336,453610N755948W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1990
S39799055,Goéland à bec cerclé,Larus delawarensis,6326,2,CA-QC,Les Collines-de-l'Outaouais,L2514612,"Parc de la Gatineau, Lac Philippe",45.6027858,-75.996809,1990-06-02,nan,Historical,190,1,nan,nan,2,nan,nan,"Feuillet d'ÉPOQ no 168626. Observateurs : Jean-Pierre Artigau, Étienne Artigau.",nan,Québec,Quebec,Canada,Canada,,,48044.5,48044.631944444445,453610N755948W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1990
S40417152,Goéland à bec cerclé,Larus delawarensis,6326,4,CA-QC,Les Collines-de-l'Outaouais,L6458517,Quyon,45.51667,-76.23333,1993-05-23,nan,Historical,60,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 290862. Observateurs : J Mar, Étienne Artigau, Gérard Desjardins.",nan,Québec,Quebec,Canada,Canada,,,49130.5,49130.541666666664,453100N761359W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1993
S40488060,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Les Collines-de-l'Outaouais,L3145508,RN de Breckenridge,45.4938939,-75.9507179,1990-06-17,nan,Historical,100,1,nan,nan,3,nan,nan,"Feuillet d'ÉPOQ no 168638. Observateurs : Anne Artigau, Étienne Artigau, Roger Roussel.",nan,Québec,Quebec,Canada,Canada,,,48059.5,48059.569444444445,452938N755702W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1990
S71701091,Goéland à bec cerclé,Larus delawarensis,6326,50,CA-QC,Les Jardins-de-Napierville,L6021011,Parc Safari,45.0408739,-73.524766,2020-07-21,12:00 PM,eBird - Traveling Count,150,0,3.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59051.5,59051.604166666664,450227N733129W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S20418990,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Lotbinière,L3145777,"Cap, Sainte-Croix",46.63217,-71.6749763,2014-11-02,11:30 AM,eBird - Traveling Count,45,1,1.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,56963.479166666664,56963.510416666664,463755N714029W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2014
S18575581,Goéland à bec cerclé,Larus delawarensis,6326,X,US-OH,Lucas,L756394,"Magee Marsh, Causeway Marshes",41.6252594,-83.1825757,1994-05-22,nan,Historical,0,1,nan,nan,1,nan,nan,nan,nan,Ohio,Ohio,États-Unis,United States,,,49494.5,49494.5,413730N831057W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,1994
S92477138,Goéland à bec cerclé,Larus delawarensis,6326,3,CA-QC,Maria-Chapdelaine,L15917830,Camping Des Chutes-Dolbeau-Mistassini,48.8992982,-72.211479,2021-07-29,04:50 PM,eBird - Traveling Count,51,1,2.73,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59424.70138888889,59424.736805555556,485357N721241W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S92389637,Goéland à bec cerclé,Larus delawarensis,6326,4,CA-QC,Maria-Chapdelaine,L3690866,"PR des Grandes-Rivières, Secteur Pointe-des-Pères",48.8906386,-72.2201622,2021-07-27,04:37 PM,eBird - Traveling Count,55,1,2.43,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59422.69236111111,59422.73055555556,485326N721312W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S90763049,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Mirabel,L15516802,"Blainville, Québec, CA",45.6947479,-73.9139499,2021-06-25,01:36 PM,eBird - Traveling Count,31,1,2.18,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59390.566666666666,59390.58819444444,454141N735450W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2021
S72080747,Goéland à bec cerclé,Larus delawarensis,6326,60,CA-QC,Montmagny,L2341473,"Quai, Montmagny",46.9900351,-70.5537901,2020-08-03,01:23 PM,eBird - Traveling Count,116,1,5.68,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59064.55763888889,59064.638194444444,465924N703313W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S72164349,Goéland à bec cerclé,Larus delawarensis,6326,50,CA-QC,Montmagny,L2341473,"Quai, Montmagny",46.9900351,-70.5537901,2020-08-06,02:37 PM,eBird - Traveling Count,56,1,2.12,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59067.60902777778,59067.64791666667,465924N703313W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
S69403745,Goéland à bec cerclé,Larus delawarensis,6326,1,CA-QC,Montréal,L11507585,"7409 Rue Jean-Chevalier, Montréal, Québec, CA",45.4393766,-73.612102,2020-05-21,06:11 AM,eBird - Traveling Count,23,1,.61,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58990.25763888889,58990.273611111115,452621N733643W,Ring-billed Gull,Charadriiformes,Laridae,6326,ribgul,Larus delawarensis,2020
