SUBMISSION_ID,COMMON_NAME,SCIENTIFIC_NAME,TAXONOMIC_ORDER,COUNT,STATE_PROVINCE,COUNTY,LOCATION_ID,LOCATION,LATITUDE,LONGITUDE,DATE,TIME,PROTOCOL,DURATION_MIN,ALL_OBS_REPORTED,DISTANCE_TRAVELED_KM,AREA_COVERED_HA,NUMBER_OF_OBSERVERS,BREEDING_CODE,OBSERVATION_DETAILS,CHECKLIST_COMMENTS,ML_CATALOG_NUMBERS,PROVINCE_FR,PROVINCE_EN,COUNTRY_FR,COUNTRY_EN,DATE_FR,DATE_EN,MJD,MJD_END,LOCSTR,ENGLISH_NAME,ORDER,FAMILY,SORT,EBIRD_CODE,SCIENTIFIC_NAME_NOSSP,YEAR
S111393127,Étourneau sansonnet,Sturnus vulgaris,26890,14,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-05-27,07:41 AM,eBird - Traveling Count,20,1,1.,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59726.32013888889,59726.33402777778,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111474054,Étourneau sansonnet,Sturnus vulgaris,26890,11,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-05-28,07:47 AM,eBird - Traveling Count,32,1,1.345,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59727.32430555556,59727.34652777778,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111588264,Étourneau sansonnet,Sturnus vulgaris,26890,5,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-05-29,09:13 AM,eBird - Traveling Count,27,1,1.005,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59728.38402777778,59728.40277777778,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111692510,Étourneau sansonnet,Sturnus vulgaris,26890,4,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-05-30,07:59 AM,eBird - Traveling Count,48,1,1.804,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59729.33263888889,59729.36597222222,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111785195,Étourneau sansonnet,Sturnus vulgaris,26890,10,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-05-31,06:46 AM,eBird - Traveling Count,35,1,1.208,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59730.28194444445,59730.30625,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111863809,Étourneau sansonnet,Sturnus vulgaris,26890,7,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-01,07:23 AM,eBird - Traveling Count,35,1,1.272,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59731.30763888889,59731.33194444444,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S111937365,Étourneau sansonnet,Sturnus vulgaris,26890,8,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-02,07:35 AM,eBird - Traveling Count,32,1,1.271,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59732.31597222222,59732.33819444444,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112010235,Étourneau sansonnet,Sturnus vulgaris,26890,11,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-03,06:52 AM,eBird - Traveling Count,33,1,1.304,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59733.28611111111,59733.30902777778,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112089501,Étourneau sansonnet,Sturnus vulgaris,26890,12,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-04,07:18 AM,eBird - Traveling Count,32,1,1.263,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59734.30416666667,59734.32638888889,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112192427,Étourneau sansonnet,Sturnus vulgaris,26890,7,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-05,08:24 AM,eBird - Traveling Count,35,1,1.262,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59735.35,59735.37430555555,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112286173,Étourneau sansonnet,Sturnus vulgaris,26890,5,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-06,07:05 AM,eBird - Traveling Count,25,1,.939,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59736.29513888889,59736.3125,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112366894,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-07,08:11 AM,eBird - Traveling Count,37,1,2.739,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59737.34097222222,59737.36666666666,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112439442,Étourneau sansonnet,Sturnus vulgaris,26890,6,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-08,08:31 AM,eBird - Traveling Count,47,1,3.821,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59738.35486111111,59738.3875,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112511724,Étourneau sansonnet,Sturnus vulgaris,26890,7,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-09,08:31 AM,eBird - Traveling Count,37,1,2.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59739.35486111111,59739.38055555555,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112583419,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-10,08:02 AM,eBird - Traveling Count,53,1,2.765,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59740.33472222222,59740.37152777778,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112660169,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-11,07:47 AM,eBird - Traveling Count,31,1,1.082,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59741.32430555556,59741.34583333333,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112845585,Étourneau sansonnet,Sturnus vulgaris,26890,12,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-13,07:19 AM,eBird - Traveling Count,34,1,1.369,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59743.30486111111,59743.328472222216,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S112917220,Étourneau sansonnet,Sturnus vulgaris,26890,10,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-14,08:18 AM,eBird - Traveling Count,45,1,2.064,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59744.34583333333,59744.37708333333,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113045815,Étourneau sansonnet,Sturnus vulgaris,26890,10,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-16,08:01 AM,eBird - Traveling Count,34,1,2.497,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59746.334027777775,59746.35763888888,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113109207,Étourneau sansonnet,Sturnus vulgaris,26890,7,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-17,08:19 AM,eBird - Traveling Count,31,1,2.073,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59747.34652777778,59747.368055555555,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113177410,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-18,08:57 AM,eBird - Traveling Count,23,1,.844,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59748.37291666667,59748.38888888889,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113339670,Étourneau sansonnet,Sturnus vulgaris,26890,9,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-20,07:27 AM,eBird - Traveling Count,28,1,1.094,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59750.31041666667,59750.32986111111,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113431721,Étourneau sansonnet,Sturnus vulgaris,26890,4,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-21,07:21 AM,eBird - Traveling Count,30,1,1.045,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59751.30625,59751.32708333334,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113597079,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-23,08:28 AM,eBird - Traveling Count,38,1,2.676,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59753.35277777778,59753.379166666666,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113740781,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-25,10:25 AM,eBird - Traveling Count,35,1,1.4,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59755.43402777778,59755.458333333336,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S113827829,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-06-26,11:58 AM,eBird - Traveling Count,30,1,2.472,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59756.498611111114,59756.51944444445,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S115522991,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-07-22,07:50 AM,eBird - Traveling Count,39,1,2.764,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59782.32638888889,59782.353472222225,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S115693549,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-07-24,03:51 PM,eBird - Traveling Count,53,1,3.857,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59784.660416666666,59784.697222222225,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116143439,Étourneau sansonnet,Sturnus vulgaris,26890,4,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-01,08:12 AM,eBird - Traveling Count,24,1,1.927,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59792.34166666667,59792.35833333334,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116362100,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-05,08:08 AM,eBird - Traveling Count,25,1,.895,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59796.33888888889,59796.35625,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116420974,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-06,09:08 AM,eBird - Traveling Count,17,1,.636,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59797.38055555556,59797.39236111112,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116541224,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-08,07:00 AM,eBird - Traveling Count,28,1,1.038,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59799.291666666664,59799.31111111111,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116708806,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-11,07:52 AM,eBird - Traveling Count,44,1,.921,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59802.32777777778,59802.35833333333,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116904997,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-14,09:26 AM,eBird - Traveling Count,30,1,1.052,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59805.393055555556,59805.41388888889,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S116966688,Étourneau sansonnet,Sturnus vulgaris,26890,5,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-15,07:48 AM,eBird - Traveling Count,33,1,1.145,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59806.325,59806.347916666666,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117025544,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-16,07:23 AM,eBird - Traveling Count,31,1,1.089,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59807.30763888889,59807.32916666666,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117082811,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-17,07:05 AM,eBird - Traveling Count,26,1,.965,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59808.29513888889,59808.31319444445,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117135783,Étourneau sansonnet,Sturnus vulgaris,26890,13,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-18,07:08 AM,eBird - Traveling Count,29,1,1.122,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59809.29722222222,59809.31736111111,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117197617,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-19,07:37 AM,eBird - Traveling Count,25,0,1.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59810.31736111111,59810.33472222222,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117532218,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-08-25,09:18 AM,eBird - Traveling Count,30,1,2.255,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59816.3875,59816.40833333333,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117895849,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-01,08:10 AM,eBird - Traveling Count,35,1,3.604,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59823.34027777778,59823.364583333336,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S117946381,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-02,08:20 AM,eBird - Traveling Count,30,1,2.502,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59824.34722222222,59824.368055555555,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118372477,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-09,07:34 AM,eBird - Traveling Count,48,1,1.953,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59831.31527777778,59831.34861111111,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118426577,Étourneau sansonnet,Sturnus vulgaris,26890,6,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-10,08:05 AM,eBird - Traveling Count,26,1,.869,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59832.336805555555,59832.35486111111,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118495756,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-11,08:51 AM,eBird - Traveling Count,28,1,1.012,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59833.36875,59833.388194444444,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118556398,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-12,07:46 AM,eBird - Traveling Count,30,1,.957,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59834.32361111111,59834.34444444445,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118608251,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-13,07:43 AM,eBird - Traveling Count,28,1,.991,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59835.32152777778,59835.34097222222,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118779170,Étourneau sansonnet,Sturnus vulgaris,26890,4,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-15,08:04 AM,eBird - Traveling Count,38,1,1.669,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59837.33611111111,59837.362499999996,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118827038,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-16,07:27 AM,eBird - Traveling Count,27,1,.915,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59838.31041666667,59838.32916666667,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S118885436,Étourneau sansonnet,Sturnus vulgaris,26890,4,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-17,08:34 AM,eBird - Traveling Count,26,1,.885,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59839.356944444444,59839.375,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S119017900,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L5914558,Côte-des-Neiges,45.4858176,-73.6294305,2022-09-19,07:41 AM,eBird - Traveling Count,27,1,.928,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59841.32013888889,59841.338888888895,452908N733745W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S68344323,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-03,03:42 PM,eBird - Traveling Count,85,1,2.95,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58972.65416666667,58972.71319444445,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S68431176,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-05,06:12 AM,eBird - Traveling Count,78,1,2.38,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58974.25833333333,58974.3125,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69022405,Étourneau sansonnet,Sturnus vulgaris,26890,12,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-14,05:55 AM,eBird - Traveling Count,165,1,2.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58983.24652777778,58983.36111111112,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69168025,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-16,04:09 PM,eBird - Traveling Count,48,1,1.82,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58985.67291666667,58985.70625,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69281057,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-18,03:17 PM,eBird - Traveling Count,60,1,1.74,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58987.63680555556,58987.67847222222,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69747029,Étourneau sansonnet,Sturnus vulgaris,26890,7,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-05-28,05:59 AM,eBird - Traveling Count,157,1,4.01,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58997.24930555555,58997.35833333333,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S70336717,Étourneau sansonnet,Sturnus vulgaris,26890,25,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2020-06-12,06:00 AM,eBird - Traveling Count,78,1,1.2,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59012.25,59012.30416666667,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S109365822,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L1912155,Domaine St-Paul,45.4546332,-73.5529532,2022-05-08,01:53 PM,eBird - Traveling Count,128,1,2.954,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59707.57847222222,59707.66736111111,452716N733310W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2022
S29800751,Étourneau sansonnet,Sturnus vulgaris,26890,6,CA-QC,Montréal,L165056,Jardin botanique de Montréal,45.5596562,-73.5626078,2016-05-20,01:40 PM,eBird - Traveling Count,140,1,4.,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,57528.569444444445,57528.666666666664,453334N733345W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2016
S63813780,Étourneau sansonnet,Sturnus vulgaris,26890,5,CA-QC,Montréal,L165056,Jardin botanique de Montréal,45.5596562,-73.5626078,2020-01-26,02:01 PM,eBird - Traveling Count,107,1,3.86,nan,1,nan,nan,En compagnie de Joséphine Artigau,nan,Québec,Quebec,Canada,Canada,,,58874.584027777775,58874.65833333333,453334N733345W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S67800826,Étourneau sansonnet,Sturnus vulgaris,26890,2,CA-QC,Montréal,L9321542,"PN du Bois-de-Liesse, Secteur de la Péninsule",45.5094992,-73.7578323,2020-04-25,03:00 PM,eBird - Traveling Count,90,1,4.14,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58964.625,58964.6875,453034N734528W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69223939,Étourneau sansonnet,Sturnus vulgaris,26890,3,CA-QC,Montréal,L476082,PN du Cap-St-Jacques,45.4645346,-73.9315517,2020-05-17,01:16 PM,eBird - Traveling Count,112,1,4.91,nan,1,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58986.552777777775,58986.63055555555,452752N735553W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69898383,Étourneau sansonnet,Sturnus vulgaris,26890,45,CA-QC,Montréal,L11594326,Parc Adrien-D.-Archambault,45.4571105,-73.5581085,2020-05-31,01:49 PM,eBird - Traveling Count,87,1,5.58,nan,1,CF Adulte transportant de la nourriture,nan,nan,nan,Québec,Quebec,Canada,Canada,,,59000.575694444444,59000.63611111111,452725N733329W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S68810199,Étourneau sansonnet,Sturnus vulgaris,26890,1,CA-QC,Montréal,L2468319,Parc Angrignon,45.4445136,-73.6017311,2020-05-10,11:11 AM,eBird - Traveling Count,159,1,5.13,nan,2,nan,nan,nan,233069121,Québec,Quebec,Canada,Canada,,,58979.46597222222,58979.57638888889,452640N733606W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
S69150512,Étourneau sansonnet,Sturnus vulgaris,26890,5,CA-QC,Montréal,L2468319,Parc Angrignon,45.4445136,-73.6017311,2020-05-16,11:05 AM,eBird - Traveling Count,113,1,1.2,nan,2,nan,nan,nan,nan,Québec,Quebec,Canada,Canada,,,58985.461805555555,58985.54027777778,452640N733606W,European Starling,Passeriformes,Sturnidae,26890,eursta,Sturnus vulgaris,2020
